file_id,algorithm,model_id,MCC,G,f1,precision,tpr,tnr,project_name
ant-1.3_exp_1_train,DT,best_model_performance,0.095169332,0.396543033,0.229508197,0.333333333,0.175,0.898550725,ant-1.3
ant-1.3_exp_1_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_20_train,ibea,best_model_performance,0.13637873238281825,0.5257844381134904,0.2951449275362319,0.3255813953488372,0.35,0.7898550724637681,ant-1.3
ant-1.3_exp_20_train,DFDP,best_model_performance,-0.0020064308847628,0.2997583567872097,0.1379310344827586,0.2222222222222222,0.1,0.8985507246376812,ant-1.3
ant-1.3_exp_20_train,RF,best_model_performance,0.073488316,0.393332105,0.222222222,0.304347826,0.175,0.884057971,ant-1.3
ant-1.3_exp_20_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_20_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_20_train,DT,best_model_performance,0.113613838,0.422209509,0.253968254,0.347826087,0.2,0.891304348,ant-1.3
ant-1.3_exp_20_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_21_train,ibea,best_model_performance,0.1823306442059211,0.5620872076337508,0.2951449275362319,0.3555555555555556,0.4,0.7898550724637681,ant-1.3
ant-1.3_exp_21_train,DFDP,best_model_performance,0.0349919538931389,0.3868303002085285,0.208955223880597,0.2592592592592592,0.175,0.855072463768116,ant-1.3
ant-1.3_exp_21_train,RF,best_model_performance,0.064168474,0.36712751,0.2,0.3,0.15,0.898550725,ant-1.3
ant-1.3_exp_21_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_21_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_21_train,DT,best_model_performance,0.163395924,0.489009647,0.31884058,0.379310345,0.275,0.869565217,ant-1.3
ant-1.3_exp_21_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_22_train,ibea,best_model_performance,0.12831067946308833,0.5233670255931882,0.3023913043478261,0.3181818181818182,0.35,0.7826086956521741,ant-1.3
ant-1.3_exp_22_train,DFDP,best_model_performance,0.100104327911078,0.4404789882961897,0.2647058823529412,0.3214285714285714,0.225,0.8623188405797102,ant-1.3
ant-1.3_exp_22_train,RF,best_model_performance,0.102726493,0.420489708,0.25,0.333333333,0.2,0.884057971,ant-1.3
ant-1.3_exp_22_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_22_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_22_train,DT,best_model_performance,0.169749828,0.472044582,0.307692308,0.4,0.25,0.891304348,ant-1.3
ant-1.3_exp_22_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_23_train,ibea,best_model_performance,0.14940719404118505,0.4273273869671518,0.1719565217391304,0.4,0.2,0.9130434782608696,ant-1.3
ant-1.3_exp_23_train,DFDP,best_model_performance,0.0822154082259667,0.4170288281141495,0.2424242424242424,0.3076923076923077,0.2,0.8695652173913043,ant-1.3
ant-1.3_exp_23_train,RF,best_model_performance,0.19654621,0.495084534,0.333333333,0.423076923,0.275,0.891304348,ant-1.3
ant-1.3_exp_23_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_23_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_23_train,DT,best_model_performance,0.113613838,0.422209509,0.253968254,0.347826087,0.2,0.891304348,ant-1.3
ant-1.3_exp_23_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_24_train,ibea,best_model_performance,0.11272371074342839,0.5290475445059981,0.3386231884057971,0.3,0.375,0.7463768115942029,ant-1.3
ant-1.3_exp_24_train,DFDP,best_model_performance,0.0641684743638422,0.3671275101319052,0.2,0.3,0.15,0.8985507246376812,ant-1.3
ant-1.3_exp_24_train,RF,best_model_performance,0.162600987,0.429019779,0.271186441,0.421052632,0.2,0.920289855,ant-1.3
ant-1.3_exp_24_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_24_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_24_train,DT,best_model_performance,0.143157924,0.484917444,0.309859155,0.35483871,0.275,0.855072464,ant-1.3
ant-1.3_exp_24_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_25_train,ibea,best_model_performance,0.12831067946308833,0.5233670255931882,0.3023913043478261,0.3181818181818182,0.35,0.7826086956521741,ant-1.3
ant-1.3_exp_25_train,DFDP,best_model_performance,0.0951693320353471,0.3965430327361637,0.2295081967213114,0.3333333333333333,0.175,0.8985507246376812,ant-1.3
ant-1.3_exp_25_train,RF,best_model_performance,0.084088752,0.394940832,0.225806452,0.318181818,0.175,0.891304348,ant-1.3
ant-1.3_exp_25_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_25_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_25_train,DT,best_model_performance,0.214138733,0.531609533,0.366197183,0.419354839,0.325,0.869565217,ant-1.3
ant-1.3_exp_25_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_26_train,ibea,best_model_performance,0.14267120404541386,0.5490439648719571,0.3313768115942029,0.32,0.4,0.7536231884057971,ant-1.3
ant-1.3_exp_26_train,DFDP,best_model_performance,0.1368938175089722,0.4256282653793743,0.2622950819672132,0.3809523809523809,0.2,0.9057971014492754,ant-1.3
ant-1.3_exp_26_train,RF,best_model_performance,0.043193129,0.364154769,0.193548387,0.272727273,0.15,0.884057971,ant-1.3
ant-1.3_exp_26_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_26_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_26_train,DT,best_model_performance,0.158435943,0.470121785,0.303030303,0.384615385,0.25,0.884057971,ant-1.3
ant-1.3_exp_26_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_27_train,ibea,best_model_performance,0.1446080237547097,0.5281907867867224,0.2878985507246377,0.3333333333333333,0.35,0.7971014492753623,ant-1.3
ant-1.3_exp_27_train,DFDP,best_model_performance,0.0215491145251709,0.3337859246257411,0.1666666666666666,0.25,0.125,0.8913043478260869,ant-1.3
ant-1.3_exp_27_train,RF,best_model_performance,0.075423349,0.36860489,0.203389831,0.315789474,0.15,0.905797101,ant-1.3
ant-1.3_exp_27_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_27_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_27_train,DT,best_model_performance,0.110034939,0.442325868,0.268656716,0.333333333,0.225,0.869565217,ant-1.3
ant-1.3_exp_27_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_28_train,ibea,best_model_performance,0.20868771063187266,0.5983067896094391,0.3313768115942029,0.3584905660377358,0.475,0.7536231884057971,ant-1.3
ant-1.3_exp_28_train,DFDP,best_model_performance,0.05353648436081,0.3900947488027469,0.2153846153846154,0.28,0.175,0.8695652173913043,ant-1.3
ant-1.3_exp_28_train,RF,best_model_performance,0.169749828,0.472044582,0.307692308,0.4,0.25,0.891304348,ant-1.3
ant-1.3_exp_28_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_28_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_28_train,DT,best_model_performance,0.120325676,0.444165069,0.272727273,0.346153846,0.225,0.876811594,ant-1.3
ant-1.3_exp_28_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_29_train,ibea,best_model_performance,0.20848760982787007,0.4970929986183293,0.1864492753623188,0.44,0.275,0.8985507246376812,ant-1.3
ant-1.3_exp_29_train,DFDP,best_model_performance,0.053444846561722,0.365644160590475,0.1967213114754098,0.2857142857142857,0.15,0.8913043478260869,ant-1.3
ant-1.3_exp_29_train,RF,best_model_performance,0.063318485,0.391716771,0.21875,0.291666667,0.175,0.876811594,ant-1.3
ant-1.3_exp_29_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_29_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_29_train,DT,best_model_performance,0.169749828,0.472044582,0.307692308,0.4,0.25,0.891304348,ant-1.3
ant-1.3_exp_29_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_2_train,ibea,best_model_performance,0.19384057971014493,0.5541346563709081,0.266159420289855,0.375,0.375,0.8188405797101449,ant-1.3
ant-1.3_exp_2_train,DFDP,best_model_performance,-0.0280232710723782,0.2606430175713434,0.1071428571428571,0.1875,0.075,0.9057971014492754,ant-1.3
ant-1.3_exp_2_train,RF,best_model_performance,0.095169332,0.396543033,0.229508197,0.333333333,0.175,0.898550725,ant-1.3
ant-1.3_exp_2_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_2_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_2_train,DT,best_model_performance,0.158435943,0.470121785,0.303030303,0.384615385,0.25,0.884057971,ant-1.3
ant-1.3_exp_2_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_30_train,ibea,best_model_performance,0.1658799971066026,0.4514469490716345,0.1792028985507246,0.4090909090909091,0.225,0.9057971014492754,ant-1.3
ant-1.3_exp_30_train,DFDP,best_model_performance,0.0872797434871826,0.3700763728463767,0.2068965517241379,0.3333333333333333,0.15,0.9130434782608696,ant-1.3
ant-1.3_exp_30_train,RF,best_model_performance,0.102726493,0.420489708,0.25,0.333333333,0.2,0.884057971,ant-1.3
ant-1.3_exp_30_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_30_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_30_train,DT,best_model_performance,0.163395924,0.489009647,0.31884058,0.379310345,0.275,0.869565217,ant-1.3
ant-1.3_exp_30_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_31_train,ibea,best_model_performance,0.21329901698135428,0.5820378990598714,0.2878985507246377,0.3777777777777777,0.425,0.7971014492753623,ant-1.3
ant-1.3_exp_31_train,DFDP,best_model_performance,0.0431931294405004,0.3641547688170154,0.1935483870967741,0.2727272727272727,0.15,0.8840579710144928,ant-1.3
ant-1.3_exp_31_train,RF,best_model_performance,0.073488316,0.393332105,0.222222222,0.304347826,0.175,0.884057971,ant-1.3
ant-1.3_exp_31_train,LR,best_model_performance,0.087279743,0.370076373,0.206896552,0.333333333,0.15,0.913043478,ant-1.3
ant-1.3_exp_31_train,NB,best_model_performance,0.105296332,0.491227389,0.303797468,0.307692308,0.3,0.804347826,ant-1.3
ant-1.3_exp_31_train,DT,best_model_performance,0.126949214,0.464305621,0.289855072,0.344827586,0.25,0.862318841,ant-1.3
ant-1.3_exp_31_train,SVM,best_model_performance,0.0,0.0,0.0,0.0,0.0,1.0,ant-1.3
ant-1.3_exp_32_train,ibea,best_model_performance,0.20361022453657582,0.5293898593554714,0.2226811594202898,0.40625,0.325,0.8623188405797102,ant-1.3
